Product_ID,Product_Name,Category,Sub_Category,Price,Customer_Age,Customer_Gender,Purchase_History,Review_Rating,Review_Sentiment
P2258,Sofa,Furniture,Bookshelf,660.31,63,Male,1,5,Positive
P2259,Wireless Mouse,Electronics,Speakers,1044.82,20,Male,27,4,Positive
P2260,Jeans,Clothing,T-Shirts,29.01,63,Female,10,1,Neutral
P2261,Cabinet,Furniture,Bookshelf,177.46,42,Female,19,3,Neutral
P2262,Shampoo,Beauty,Skin Care,187.43,56,Female,16,5,Neutral
P2263,Air Conditioner,Home Appliances,Air Conditioner,213.9,36,Male,10,4,Positive
P2264,Lipstick,Beauty,Fragrance,138.38,38,Female,26,5,Neutral
P2265,Microwave,Home Appliances,Washing Machine,469.98,32,Female,20,5,Very Positive
P2266,Dress,Clothing,Pants,114.18,49,Male,13,5,Neutral
P2267,Yoga Mat,Sports,Bicycle,138.97,65,Male,19,3,Positive
P2268,Dishwasher,Home Appliances,Air Conditioner,431.26,27,Female,6,4,Positive
P2269,Foundation,Beauty,Makeup,150.73,28,Female,44,3,Neutral
P2270,Air Conditioner,Home Appliances,Washing Machine,577.39,62,Female,19,5,Very Positive
P2271,Laptop,Electronics,Headphones,618.07,27,Female,31,4,Positive
P2272,Tennis Racket,Sports,Basketball,28.2,44,Male,22,3,Negative
P2273,Jeans,Clothing,Dresses,38.51,40,Female,22,3,Negative
P2274,Wireless Mouse,Electronics,Smartwatches,1476.78,34,Female,19,4,Very Positive
P2275,Tennis Racket,Sports,Bicycle,23.81,65,Male,6,2,Negative
P2276,Basketball,Sports,Bicycle,446.67,43,Male,18,4,Positive
P2277,T-Shirt,Clothing,T-Shirts,146.18,55,Male,9,5,Neutral
P2278,Nail Polish,Beauty,Makeup,77.98,58,Female,18,5,Neutral
P2279,Soccer Ball,Sports,Bicycle,595.97,25,Female,15,4,Very Positive
P2280,Laptop,Electronics,Mobile Phones,128.73,22,Male,13,4,Neutral
P2281,Soccer Ball,Sports,Basketball,563.04,18,Female,21,4,Very Positive
P2282,Chair,Furniture,Cabinet,399.24,52,Male,16,4,Very Positive
P2283,Football,Sports,Bicycle,207.18,54,Female,8,4,Very Positive
P2284,Vacuum Cleaner,Home Appliances,Washing Machine,763.62,55,Male,6,4,Positive
P2285,Wireless Mouse,Electronics,Speakers,876.06,34,Male,15,4,Very Positive
P2286,Bookshelf,Furniture,Sofa,1264.99,24,Male,26,5,Positive
P2287,Basketball,Sports,Basketball,92.3,48,Male,24,5,Positive
P2288,Washing Machine,Home Appliances,Air Conditioner,935.95,27,Male,8,5,Very Positive
P2289,Football,Sports,Bicycle,448.98,32,Female,20,4,Positive
P2290,Dishwasher,Home Appliances,Microwave,207.38,57,Female,1,4,Very Positive
P2291,Tablet,Electronics,Tablets,1260.01,28,Female,12,5,Very Positive
P2292,Tablet,Electronics,Speakers,1005.04,50,Female,18,4,Positive
P2293,Lipstick,Beauty,Hair Care,125.99,19,Female,42,5,Positive
P2294,Wireless Mouse,Electronics,Headphones,1241.0,59,Male,17,5,Very Positive
P2295,Jacket,Clothing,Sweaters,125.04,46,Male,11,5,Neutral
P2296,Skincare Cream,Beauty,Hair Care,94.29,59,Male,0,3,Positive
P2297,Skincare Cream,Beauty,Makeup,111.0,49,Female,23,3,Neutral
P2298,Air Conditioner,Home Appliances,Microwave,776.16,34,Male,16,4,Very Positive
P2299,Yoga Mat,Sports,Bicycle,769.3,18,Female,15,4,Very Positive
P2300,Headphones,Electronics,Headphones,473.45,43,Male,16,5,Positive
P2301,Bookshelf,Furniture,Chair,1258.39,59,Male,5,5,Very Positive
P2302,Football,Sports,Football,592.2,46,Female,17,4,Very Positive
P2303,Headphones,Electronics,Tablets,1487.24,25,Male,22,5,Very Positive
P2304,Dress,Clothing,Pants,156.11,56,Male,17,3,Positive
P2305,Sweater,Clothing,T-Shirts,76.81,45,Female,10,4,Neutral
P2306,Shampoo,Beauty,Hair Care,25.98,53,Male,3,2,Negative
P2307,Dishwasher,Home Appliances,Microwave,786.31,48,Male,14,4,Positive
P2308,Washing Machine,Home Appliances,Microwave,776.05,44,Female,29,4,Very Positive
P2309,Couch,Furniture,Cabinet,304.29,33,Male,17,4,Very Positive
P2310,Refrigerator,Home Appliances,Washing Machine,668.26,47,Female,28,5,Very Positive
P2311,Skincare Cream,Beauty,Fragrance,107.78,63,Female,5,4,Neutral
P2312,Jeans,Clothing,Shoes,173.0,45,Female,20,5,Neutral
P2313,Bluetooth Speaker,Electronics,Headphones,1251.75,32,Male,30,4,Positive
P2314,Sweater,Clothing,Shoes,49.26,22,Male,21,1,Neutral
P2315,Vacuum Cleaner,Home Appliances,Refrigerator,370.58,61,Female,10,4,Positive
P2316,Jacket,Clothing,Jackets,125.07,33,Female,14,5,Neutral
P2317,Wireless Mouse,Electronics,Tablets,559.31,19,Female,7,4,Very Positive
P2318,Jeans,Clothing,Pants,96.5,43,Male,25,5,Neutral
P2319,Lipstick,Beauty,Makeup,95.33,40,Female,17,5,Neutral
P2320,Couch,Furniture,Bookshelf,876.28,25,Male,17,4,Very Positive
P2321,Bicycle,Sports,Tennis Racket,535.67,22,Male,16,5,Positive
P2322,Vacuum Cleaner,Home Appliances,Microwave,666.17,34,Male,14,4,Positive
P2323,Vacuum Cleaner,Home Appliances,Microwave,297.05,20,Male,29,4,Very Positive
P2324,Perfume,Beauty,Makeup,183.86,35,Male,15,5,Neutral
P2325,Football,Sports,Football,192.54,55,Female,7,5,Neutral
P2326,T-Shirt,Clothing,Dresses,115.96,23,Female,35,3,Positive
P2327,Nail Polish,Beauty,Nail Polish,42.24,41,Male,11,2,Negative
P2328,Wireless Mouse,Electronics,Laptops,143.41,58,Male,19,3,Positive
P2329,Perfume,Beauty,Skin Care,36.88,57,Male,5,2,Negative
P2330,Sweater,Clothing,Dresses,187.93,18,Female,50,3,Neutral
P2331,Football,Sports,Yoga Mat,486.39,36,Male,16,4,Very Positive
P2332,Chair,Furniture,Bookshelf,1118.1,48,Female,29,4,Very Positive
P2333,Shampoo,Beauty,Nail Polish,67.1,25,Male,20,4,Neutral
P2334,Shampoo,Beauty,Hair Care,60.35,25,Female,42,4,Positive
P2335,Dishwasher,Home Appliances,Washing Machine,626.05,34,Male,16,5,Positive
P2336,Pants,Clothing,Shoes,41.16,58,Male,9,3,Negative
P2337,Laptop,Electronics,Laptops,126.6,54,Male,20,3,Positive
P2338,Cabinet,Furniture,Chair,687.85,32,Male,23,5,Very Positive
P2339,Jeans,Clothing,Dresses,192.81,52,Female,20,5,Neutral
P2340,Bluetooth Speaker,Electronics,Mobile Phones,870.84,40,Male,12,5,Positive
P2341,Football,Sports,Football,459.49,49,Male,23,5,Very Positive
P2342,Vacuum Cleaner,Home Appliances,Refrigerator,114.81,57,Female,3,3,Positive
P2343,Yoga Mat,Sports,Basketball,105.86,46,Male,30,3,Positive
P2344,Wireless Mouse,Electronics,Smartwatches,630.2,25,Female,19,5,Very Positive
P2345,Jacket,Clothing,T-Shirts,71.19,64,Male,17,4,Positive
P2346,Pants,Clothing,T-Shirts,188.89,61,Male,17,3,Neutral
P2347,T-Shirt,Clothing,Pants,148.64,23,Male,25,3,Neutral
P2348,Perfume,Beauty,Makeup,60.84,30,Female,14,3,Neutral
P2349,Pants,Clothing,T-Shirts,83.42,31,Male,25,3,Neutral
P2350,Nail Polish,Beauty,Hair Care,149.65,63,Female,2,3,Positive
P2351,Dishwasher,Home Appliances,Microwave,569.6,41,Male,28,5,Positive
P2352,Dress,Clothing,Pants,56.34,58,Female,2,5,Neutral
P2353,Football,Sports,Yoga Mat,465.07,53,Female,8,5,Positive
P2354,Smartwatch,Electronics,Speakers,682.48,34,Male,29,4,Very Positive
P2355,Vacuum Cleaner,Home Appliances,Refrigerator,837.62,57,Female,10,4,Very Positive
P2356,Microwave,Home Appliances,Refrigerator,957.02,45,Female,28,5,Very Positive
P2357,Perfume,Beauty,Skin Care,38.13,27,Male,29,2,Neutral
P2358,Sweater,Clothing,Jackets,31.8,28,Female,10,1,Negative
P2359,Couch,Furniture,Bookshelf,978.38,52,Female,20,4,Very Positive
P2360,Skincare Cream,Beauty,Hair Care,56.19,36,Male,26,5,Neutral
P2361,Cabinet,Furniture,Sofa,969.68,47,Female,26,4,Very Positive
P2362,Refrigerator,Home Appliances,Washing Machine,448.81,53,Female,1,4,Positive
P2363,Dress,Clothing,Pants,35.42,60,Male,5,3,Negative
P2364,Bluetooth Speaker,Electronics,Tablets,1151.12,34,Male,29,4,Very Positive
P2365,Bicycle,Sports,Bicycle,653.33,24,Female,6,5,Very Positive
P2366,Chair,Furniture,Bookshelf,332.64,22,Male,46,5,Very Positive
P2367,Bicycle,Sports,Basketball,493.9,31,Male,13,5,Positive
P2368,Nail Polish,Beauty,Makeup,154.46,26,Male,48,5,Neutral
P2369,Football,Sports,Tennis Racket,24.52,52,Female,0,1,Negative
P2370,Tablet,Electronics,Headphones,1016.35,34,Female,16,4,Positive
P2371,Bluetooth Speaker,Electronics,Laptops,195.45,65,Female,15,3,Neutral
P2372,Lipstick,Beauty,Makeup,51.77,38,Female,28,3,Positive
P2373,Perfume,Beauty,Hair Care,111.62,44,Female,22,5,Positive
P2374,Bookshelf,Furniture,Bookshelf,773.1,37,Male,12,5,Very Positive
P2375,Wireless Mouse,Electronics,Mobile Phones,717.91,59,Female,2,5,Very Positive
P2376,Air Conditioner,Home Appliances,Microwave,289.56,45,Female,16,5,Positive
P2377,Bicycle,Sports,Tennis Racket,553.36,29,Male,34,4,Positive
P2378,Sweater,Clothing,Jackets,161.23,20,Female,28,4,Neutral
P2379,Shoes,Clothing,Shoes,62.62,53,Female,7,3,Positive
P2380,Shoes,Clothing,Sweaters,130.76,59,Female,6,4,Neutral
P2381,Refrigerator,Home Appliances,Washing Machine,497.59,45,Female,15,4,Very Positive
P2382,Tablet,Electronics,Speakers,1154.54,33,Female,29,4,Positive
P2383,Jacket,Clothing,Jackets,145.35,54,Male,8,3,Neutral
P2384,Shampoo,Beauty,Hair Care,161.65,35,Male,13,3,Neutral
P2385,Football,Sports,Tennis Racket,536.81,39,Female,13,4,Positive
P2386,Sofa,Furniture,Sofa,1294.23,28,Female,15,5,Positive
P2387,Couch,Furniture,Chair,373.58,43,Male,23,5,Positive
P2388,Dishwasher,Home Appliances,Air Conditioner,418.96,56,Female,4,4,Very Positive
P2389,Wireless Mouse,Electronics,Mobile Phones,561.49,40,Female,21,5,Very Positive
P2390,Bookshelf,Furniture,Table,1025.68,60,Male,2,4,Positive
P2391,Cabinet,Furniture,Bookshelf,1393.14,50,Male,13,4,Very Positive
P2392,Sweater,Clothing,Pants,130.87,42,Female,14,3,Positive
P2393,Bicycle,Sports,Tennis Racket,767.23,22,Male,30,4,Positive
P2394,Lipstick,Beauty,Fragrance,199.97,34,Female,18,4,Neutral
P2395,Pants,Clothing,T-Shirts,138.53,41,Female,12,4,Positive
P2396,Dress,Clothing,Pants,171.02,41,Male,26,5,Positive
P2397,Nail Polish,Beauty,Fragrance,191.69,62,Female,15,5,Positive
P2398,Perfume,Beauty,Makeup,62.86,39,Male,18,3,Neutral
P2399,Basketball,Sports,Football,514.93,35,Female,28,4,Positive
P2400,Smartphone,Electronics,Laptops,247.22,58,Male,5,4,Positive
P2401,Laptop,Electronics,Tablets,1467.52,48,Female,14,4,Positive
P2402,Dishwasher,Home Appliances,Refrigerator,903.38,24,Female,6,5,Positive
P2403,Headphones,Electronics,Tablets,195.74,50,Female,19,5,Neutral
P2404,Tablet,Electronics,Laptops,1312.02,42,Male,23,4,Positive
P2405,Skincare Cream,Beauty,Skin Care,145.19,33,Female,30,5,Neutral
P2406,Smartphone,Electronics,Tablets,545.76,52,Male,12,5,Very Positive
P2407,Sofa,Furniture,Bookshelf,353.63,49,Male,19,4,Positive
P2408,Pants,Clothing,Pants,79.71,44,Male,29,4,Positive
P2409,Football,Sports,Yoga Mat,81.98,51,Male,6,5,Positive
P2410,Couch,Furniture,Chair,1252.06,19,Female,5,5,Very Positive
P2411,Washing Machine,Home Appliances,Washing Machine,878.71,37,Male,26,5,Positive
P2412,Basketball,Sports,Yoga Mat,780.89,33,Female,25,5,Very Positive
P2413,Jacket,Clothing,Pants,29.78,41,Male,12,3,Negative
P2414,Headphones,Electronics,Laptops,146.46,53,Male,17,3,Positive
P2415,Microwave,Home Appliances,Washing Machine,117.27,45,Female,23,4,Neutral
P2416,Tennis Racket,Sports,Bicycle,660.86,21,Male,29,4,Positive
P2417,Football,Sports,Yoga Mat,536.2,41,Female,12,5,Positive
P2418,Couch,Furniture,Cabinet,857.71,63,Male,0,4,Positive
P2419,Vacuum Cleaner,Home Appliances,Air Conditioner,766.65,28,Male,16,4,Positive
P2420,Skincare Cream,Beauty,Skin Care,31.35,43,Female,24,2,Neutral
P2421,Couch,Furniture,Table,266.77,41,Male,27,4,Very Positive
P2422,Perfume,Beauty,Nail Polish,99.59,61,Female,4,3,Neutral
P2423,Basketball,Sports,Football,526.54,25,Male,31,5,Very Positive
P2424,Washing Machine,Home Appliances,Vacuum Cleaner,338.89,37,Male,16,5,Very Positive
P2425,Dress,Clothing,T-Shirts,42.16,59,Female,2,1,Neutral
P2426,Sweater,Clothing,Jackets,34.61,41,Female,14,1,Neutral
P2427,Bluetooth Speaker,Electronics,Smartwatches,281.82,63,Male,1,5,Very Positive
P2428,Perfume,Beauty,Makeup,73.88,21,Male,8,4,Positive
P2429,Dress,Clothing,T-Shirts,106.35,45,Male,26,4,Positive
P2430,Lipstick,Beauty,Fragrance,162.54,22,Male,31,5,Neutral
P2431,Chair,Furniture,Cabinet,1038.81,55,Female,2,4,Very Positive
P2432,Bicycle,Sports,Yoga Mat,606.74,49,Male,18,5,Positive
P2433,Skincare Cream,Beauty,Nail Polish,44.12,50,Male,1,3,Neutral
P2434,Air Conditioner,Home Appliances,Vacuum Cleaner,77.9,37,Male,22,4,Neutral
P2435,Shampoo,Beauty,Fragrance,188.29,47,Female,19,5,Neutral
P2436,Perfume,Beauty,Makeup,20.01,63,Female,12,1,Neutral
P2437,Vacuum Cleaner,Home Appliances,Washing Machine,968.01,22,Female,24,5,Very Positive
P2438,Headphones,Electronics,Headphones,599.92,59,Female,14,5,Positive
P2439,Basketball,Sports,Bicycle,392.97,31,Male,12,5,Positive
P2440,Tennis Racket,Sports,Yoga Mat,198.25,56,Male,0,5,Neutral
P2441,Soccer Ball,Sports,Basketball,628.32,53,Female,2,5,Very Positive
P2442,Sofa,Furniture,Bookshelf,1480.81,36,Male,26,5,Positive
P2443,Shoes,Clothing,Pants,120.13,39,Male,21,5,Neutral
P2444,Bluetooth Speaker,Electronics,Smartwatches,696.62,44,Female,27,4,Positive
P2445,Lipstick,Beauty,Nail Polish,73.57,22,Female,35,5,Positive
P2446,Smartwatch,Electronics,Headphones,618.65,46,Female,22,5,Positive
P2447,Air Conditioner,Home Appliances,Microwave,382.55,43,Male,10,5,Very Positive
P2448,Sofa,Furniture,Sofa,659.41,45,Female,21,5,Very Positive
P2449,Cabinet,Furniture,Sofa,456.25,22,Male,41,4,Very Positive
P2450,Soccer Ball,Sports,Basketball,374.05,40,Male,26,4,Very Positive
P2451,Basketball,Sports,Tennis Racket,646.94,31,Male,11,5,Very Positive
P2452,Chair,Furniture,Chair,177.91,52,Male,2,4,Positive
P2453,Perfume,Beauty,Hair Care,93.56,46,Female,24,3,Positive
P2454,Jacket,Clothing,Pants,86.91,64,Male,1,3,Positive
P2455,Washing Machine,Home Appliances,Vacuum Cleaner,103.67,62,Female,5,3,Neutral
P2456,Smartphone,Electronics,Tablets,89.35,58,Male,8,3,Positive
P2457,Tablet,Electronics,Tablets,370.29,26,Female,18,4,Positive
P2458,Dining Table,Furniture,Sofa,1163.59,59,Male,18,5,Positive
P2459,Bicycle,Sports,Yoga Mat,128.03,49,Female,14,5,Positive
P2460,Chair,Furniture,Sofa,1101.45,48,Female,16,4,Positive
P2461,Shampoo,Beauty,Fragrance,125.32,22,Male,34,3,Positive
P2462,Jeans,Clothing,Pants,47.0,18,Female,19,3,Neutral
P2463,Smartphone,Electronics,Mobile Phones,432.64,47,Female,15,5,Very Positive
P2464,Washing Machine,Home Appliances,Vacuum Cleaner,893.66,56,Male,17,5,Very Positive
P2465,Smartphone,Electronics,Mobile Phones,1087.61,20,Male,11,4,Positive
P2466,Refrigerator,Home Appliances,Washing Machine,97.54,64,Female,11,4,Neutral
P2467,T-Shirt,Clothing,Dresses,78.53,47,Male,16,3,Positive
P2468,Bluetooth Speaker,Electronics,Laptops,331.4,26,Male,46,5,Positive
P2469,Shampoo,Beauty,Skin Care,136.43,51,Male,15,4,Neutral
P2470,Basketball,Sports,Bicycle,61.68,62,Male,5,3,Neutral
P2471,Jacket,Clothing,Sweaters,96.63,51,Female,3,4,Neutral
P2472,Dining Table,Furniture,Bookshelf,705.1,32,Male,16,4,Very Positive
P2473,Laptop,Electronics,Tablets,819.29,19,Male,19,5,Positive
P2474,Perfume,Beauty,Makeup,166.66,22,Male,45,4,Neutral
P2475,Lipstick,Beauty,Skin Care,18.01,47,Male,12,1,Negative
P2476,Tablet,Electronics,Tablets,1183.83,54,Female,18,4,Positive
P2477,Basketball,Sports,Football,536.31,56,Male,12,5,Positive
P2478,Skincare Cream,Beauty,Hair Care,95.58,27,Male,20,3,Positive
P2479,Refrigerator,Home Appliances,Vacuum Cleaner,630.07,35,Male,22,5,Very Positive
P2480,Bicycle,Sports,Football,505.71,44,Female,20,5,Positive
P2481,Nail Polish,Beauty,Skin Care,134.26,61,Male,4,4,Neutral
P2482,Dress,Clothing,Shoes,22.09,48,Male,21,2,Neutral
P2483,Cabinet,Furniture,Bookshelf,1144.03,24,Female,19,4,Very Positive
P2484,Jacket,Clothing,Pants,139.48,35,Male,14,3,Neutral
P2485,Jacket,Clothing,Jackets,161.99,40,Female,14,3,Positive
P2486,Football,Sports,Football,592.25,21,Male,42,5,Positive
P2487,Air Conditioner,Home Appliances,Air Conditioner,367.04,41,Male,23,4,Very Positive
P2488,Basketball,Sports,Bicycle,544.68,61,Male,20,5,Positive
P2489,Air Conditioner,Home Appliances,Washing Machine,233.41,40,Male,22,4,Positive
P2490,Laptop,Electronics,Speakers,890.01,63,Male,13,4,Positive
P2491,Cabinet,Furniture,Cabinet,270.49,25,Male,7,4,Very Positive
P2492,Skincare Cream,Beauty,Hair Care,149.61,27,Female,40,4,Positive
P2493,Refrigerator,Home Appliances,Air Conditioner,929.54,48,Male,25,4,Very Positive
P2494,Air Conditioner,Home Appliances,Refrigerator,735.48,25,Female,34,5,Very Positive
P2495,Smartphone,Electronics,Speakers,1114.77,25,Male,26,4,Positive
P2496,Shampoo,Beauty,Nail Polish,36.94,54,Female,9,2,Neutral
P2497,Yoga Mat,Sports,Yoga Mat,159.12,19,Female,28,4,Positive
P2498,Smartphone,Electronics,Tablets,805.62,57,Male,0,4,Positive
P2499,Sofa,Furniture,Table,144.94,59,Male,8,3,Neutral
P2500,Vacuum Cleaner,Home Appliances,Microwave,498.31,46,Female,11,4,Positive
P2501,Tennis Racket,Sports,Yoga Mat,36.9,59,Female,4,3,Neutral
P2502,Smartphone,Electronics,Tablets,224.84,64,Male,3,5,Positive
P2503,Vacuum Cleaner,Home Appliances,Washing Machine,549.9,47,Female,21,5,Positive
P2504,Headphones,Electronics,Mobile Phones,281.43,21,Female,40,4,Very Positive
P2505,Soccer Ball,Sports,Bicycle,342.0,61,Female,11,5,Very Positive
P2506,Vacuum Cleaner,Home Appliances,Refrigerator,391.21,26,Male,46,4,Positive
P2507,Pants,Clothing,T-Shirts,141.15,63,Female,4,5,Positive
P2508,Bluetooth Speaker,Electronics,Smartwatches,378.08,29,Female,26,5,Very Positive
P2509,Basketball,Sports,Football,435.35,55,Male,7,4,Very Positive
P2510,Jacket,Clothing,T-Shirts,118.45,22,Female,15,5,Positive
P2511,Soccer Ball,Sports,Tennis Racket,256.25,27,Male,31,4,Very Positive
P2512,Yoga Mat,Sports,Bicycle,428.36,24,Female,15,4,Very Positive
P2513,Refrigerator,Home Appliances,Microwave,676.84,47,Male,25,5,Positive
P2514,Vacuum Cleaner,Home Appliances,Refrigerator,924.73,56,Male,20,5,Positive
P2515,Jacket,Clothing,Shoes,174.46,41,Male,25,3,Neutral
P2516,T-Shirt,Clothing,T-Shirts,173.24,24,Male,32,3,Positive
P2517,Laptop,Electronics,Smartwatches,497.59,65,Male,20,4,Very Positive
P2518,Foundation,Beauty,Skin Care,195.28,18,Male,5,5,Neutral
P2519,Dishwasher,Home Appliances,Refrigerator,244.15,20,Male,16,5,Very Positive
P2520,Skincare Cream,Beauty,Hair Care,41.51,37,Female,26,2,Negative
P2521,Air Conditioner,Home Appliances,Washing Machine,923.03,25,Female,17,5,Positive
P2522,Lipstick,Beauty,Skin Care,165.96,38,Male,19,3,Positive
P2523,Pants,Clothing,Shoes,166.03,19,Female,32,3,Positive
P2524,Perfume,Beauty,Hair Care,169.57,60,Male,19,5,Neutral
P2525,Headphones,Electronics,Headphones,723.93,38,Female,30,5,Very Positive
P2526,Sofa,Furniture,Table,1470.06,61,Male,7,4,Positive
P2527,Refrigerator,Home Appliances,Vacuum Cleaner,681.22,34,Male,21,4,Very Positive
P2528,Cabinet,Furniture,Chair,1112.37,40,Female,18,4,Very Positive
P2529,Yoga Mat,Sports,Basketball,513.72,62,Female,10,4,Very Positive
P2530,Basketball,Sports,Football,268.59,53,Male,10,5,Very Positive
P2531,Microwave,Home Appliances,Washing Machine,236.03,46,Female,21,4,Positive
P2532,Bluetooth Speaker,Electronics,Mobile Phones,840.21,29,Female,20,5,Very Positive
P2533,T-Shirt,Clothing,Dresses,84.9,48,Male,26,4,Neutral
P2534,Basketball,Sports,Bicycle,230.07,54,Male,9,5,Very Positive
P2535,Sweater,Clothing,Sweaters,165.16,51,Male,18,4,Positive
P2536,Sweater,Clothing,Dresses,65.68,46,Male,16,4,Positive
P2537,T-Shirt,Clothing,T-Shirts,78.17,46,Female,22,3,Neutral
P2538,Dishwasher,Home Appliances,Air Conditioner,878.29,46,Male,19,5,Positive
P2539,Couch,Furniture,Cabinet,396.41,29,Male,13,5,Very Positive
P2540,Couch,Furniture,Chair,610.82,39,Female,23,4,Very Positive
P2541,Jacket,Clothing,Jackets,164.3,33,Female,26,3,Positive
P2542,Nail Polish,Beauty,Hair Care,108.16,63,Female,5,5,Neutral
P2543,Air Conditioner,Home Appliances,Refrigerator,92.0,20,Male,18,3,Positive
P2544,Shampoo,Beauty,Skin Care,70.82,44,Female,27,4,Positive
P2545,Air Conditioner,Home Appliances,Refrigerator,50.45,23,Male,39,3,Neutral
P2546,Tablet,Electronics,Smartwatches,151.47,45,Female,20,5,Positive
P2547,Shoes,Clothing,Pants,194.96,30,Female,19,4,Positive
P2548,Skincare Cream,Beauty,Makeup,179.94,45,Male,15,5,Positive
P2549,Laptop,Electronics,Speakers,1293.17,63,Female,12,4,Positive
P2550,Vacuum Cleaner,Home Appliances,Microwave,247.0,32,Female,11,5,Very Positive
P2551,Foundation,Beauty,Fragrance,92.39,62,Female,20,4,Positive
P2552,Dishwasher,Home Appliances,Refrigerator,130.28,56,Female,14,5,Neutral
P2553,Washing Machine,Home Appliances,Washing Machine,500.89,28,Male,23,4,Positive
P2554,Sofa,Furniture,Sofa,1374.3,36,Male,29,4,Positive
P2555,Refrigerator,Home Appliances,Vacuum Cleaner,507.92,50,Male,12,4,Very Positive
P2556,Shampoo,Beauty,Hair Care,70.44,58,Female,7,3,Neutral
P2557,Sweater,Clothing,T-Shirts,56.92,37,Male,28,4,Positive
P2558,Lipstick,Beauty,Hair Care,113.38,20,Male,28,3,Neutral
P2559,Tennis Racket,Sports,Tennis Racket,783.75,59,Male,7,5,Very Positive
P2560,Washing Machine,Home Appliances,Microwave,965.44,57,Male,13,4,Positive
P2561,Football,Sports,Yoga Mat,183.86,57,Male,11,4,Positive
P2562,Pants,Clothing,T-Shirts,186.04,61,Male,9,4,Positive
P2563,Headphones,Electronics,Speakers,1470.58,39,Male,27,4,Positive
P2564,Bluetooth Speaker,Electronics,Laptops,1201.13,44,Female,28,4,Positive
P2565,Refrigerator,Home Appliances,Washing Machine,466.77,57,Male,6,5,Very Positive
P2566,Tennis Racket,Sports,Bicycle,797.37,62,Male,13,4,Positive
P2567,Tennis Racket,Sports,Yoga Mat,490.02,31,Female,14,4,Positive
P2568,Tennis Racket,Sports,Yoga Mat,296.33,27,Female,32,5,Positive
P2569,Nail Polish,Beauty,Skin Care,141.43,46,Female,26,5,Positive
P2570,Dishwasher,Home Appliances,Air Conditioner,367.19,54,Female,11,5,Positive
P2571,Bicycle,Sports,Yoga Mat,348.02,40,Female,30,5,Very Positive
P2572,Dishwasher,Home Appliances,Refrigerator,882.85,42,Male,27,4,Very Positive
P2573,Cabinet,Furniture,Sofa,1205.24,57,Female,7,5,Very Positive
P2574,Dining Table,Furniture,Cabinet,658.0,59,Female,20,5,Very Positive
P2575,Dishwasher,Home Appliances,Air Conditioner,927.15,42,Female,12,5,Very Positive
P2576,Dress,Clothing,Jackets,167.39,23,Male,19,4,Positive
P2577,Tablet,Electronics,Speakers,737.66,27,Male,41,4,Positive
P2578,Refrigerator,Home Appliances,Vacuum Cleaner,700.91,48,Female,30,5,Very Positive
P2579,Air Conditioner,Home Appliances,Microwave,276.42,34,Female,23,5,Positive
P2580,Shoes,Clothing,T-Shirts,135.49,43,Male,25,3,Positive
P2581,Bookshelf,Furniture,Chair,378.97,45,Female,20,5,Very Positive
P2582,Wireless Mouse,Electronics,Tablets,1183.38,56,Female,17,4,Very Positive
P2583,Tennis Racket,Sports,Yoga Mat,736.14,57,Male,9,4,Positive
P2584,Shoes,Clothing,Shoes,60.41,42,Male,21,5,Neutral
P2585,Smartwatch,Electronics,Laptops,1120.27,52,Female,20,5,Very Positive
P2586,Smartwatch,Electronics,Smartwatches,752.71,55,Male,17,5,Positive
P2587,Headphones,Electronics,Laptops,438.54,45,Male,27,5,Positive
P2588,Jacket,Clothing,Shoes,29.04,28,Female,5,1,Neutral
P2589,Shampoo,Beauty,Skin Care,8.59,48,Male,24,3,Negative
P2590,Sofa,Furniture,Chair,414.51,36,Male,10,5,Positive
P2591,Tennis Racket,Sports,Basketball,434.01,58,Female,8,5,Very Positive
P2592,Smartwatch,Electronics,Headphones,129.35,44,Male,28,5,Positive
P2593,Football,Sports,Tennis Racket,261.86,45,Female,24,5,Positive
P2594,Microwave,Home Appliances,Air Conditioner,775.07,34,Male,26,5,Positive
P2595,Microwave,Home Appliances,Vacuum Cleaner,493.81,48,Male,22,4,Positive
P2596,Yoga Mat,Sports,Yoga Mat,343.1,47,Female,20,4,Positive
P2597,Shoes,Clothing,Dresses,168.63,36,Male,10,4,Positive
P2598,Jacket,Clothing,Dresses,29.77,62,Male,15,3,Neutral
P2599,Bluetooth Speaker,Electronics,Tablets,1401.11,61,Female,13,4,Very Positive
P2600,Tablet,Electronics,Mobile Phones,1160.39,54,Female,1,4,Positive
P2601,Yoga Mat,Sports,Football,86.61,22,Male,5,5,Positive
P2602,Tennis Racket,Sports,Football,178.28,58,Male,6,5,Positive
P2603,Jeans,Clothing,Shoes,174.37,30,Female,18,4,Neutral
P2604,Jeans,Clothing,Jackets,182.98,48,Female,13,3,Positive
P2605,Skincare Cream,Beauty,Hair Care,67.75,34,Female,16,4,Neutral
P2606,Shampoo,Beauty,Hair Care,109.45,63,Female,8,3,Neutral
P2607,Microwave,Home Appliances,Microwave,236.33,18,Male,26,5,Very Positive
P2608,Refrigerator,Home Appliances,Microwave,943.78,29,Female,33,4,Positive
P2609,Skincare Cream,Beauty,Skin Care,97.28,52,Male,7,3,Neutral
P2610,Yoga Mat,Sports,Bicycle,488.0,43,Male,15,4,Positive
P2611,Dress,Clothing,Jackets,143.07,37,Female,28,4,Positive
